start	end	text
2033832	2036775	And so that's one of the things we talk about from Gradle as well.
2036795	2038217	And the Gradle developers do this.
2038257	2045464	They schedule flaky test days so that instead of working on production code or whatever, today is a flaky test day.
2045484	2046705	So we're going to use devloss tea.
2046745	2049007	We're going to rank our tests by something.
2049088	2050829	It might be most flaky or it might be
2051770	2078370	um the ones that get run the most or whatever it is by some metric and then just go go right that's the one i'm yeah some information to guide you to what should be a higher priority than than other things yeah and you could see things like if it's obviously if it started becoming flaky in the last week then that allows you to drill in oh what was that commit what did we do or did we change something in ci in that time so you have more metrics to kind of dive in and try and troubleshoot the problem awesome
2078658	2080459	So what does dev velocity do?
2081739	2085540	So dev velocity is, I'm not sure we've got a succinct way of describing this at the moment.
2085600	2087141	It is a developer productivity tool.
2089822	2095104	It's on-prem, it's installed on-prem at organizations, and it allows you to do a number of different things.
2095564	2097144	One, it helps speed up your build.
2097524	2100605	So it provides things like build caching for Maven and Gradle.
2101006	2107848	So Maven doesn't generally have, there is an open source build cache, but dev velocity has a better one, I have to say that.
2108568	2116574	I don't know what the difference is, but there's a build cache, so it allows you to to cache the output of various builds, so you don't always have to rerun builds, you get faster builds.
2117175	2124120	So Devil Oste provides acceleration technologies, but it also provides analytics like flaky tests, build failures.
2124541	2129885	And what I think is really interesting about this is it provides it not just for CI, but for your local builds too.
2130365	2132247	So in one dashboard, I get to see
2132967	2151031	This test which passes all the time on ci is very flaky locally and it might be a resources thing or it might be a configuration thing or whatever or I can see if one of my tests fails in my build and I go to dev velocity and look at the history I can see oh this fails a whole bunch for like these people on my team.
2151511	2153753	And so I'm going to speak to those people about how they fixed it.
2153893	2162981	So it pulls together all these stats from your builds, like local builds and CI builds, and allows you to actually start using that information to make improvements.
2163501	2167445	So my experience of builds, be it Gradle or Maven or whatever, or Ant or whatever,
2167945	2180450	is that someone creates the build, and then we all tentatively touch it from time to time, and we try not to break it, and then we just kind of live with it and accept it as it is.
2182791	2188174	It's come out of the experience that the Gradle folks have had doing consulting for companies that run Gradle.
2188675	2191256	Here's all the things that you can do to improve your build.
2191597	2193278	This is how you can improve the performance.
2193338	2196299	This is how you can improve parallelization.
2196820	2198841	You need visibility over these sorts of things.
2199381	2204625	And it kind of says you shouldn't accept the build as a static thing.
2204845	2208147	It's kind of living code the same way our code is.
2208827	2220864	And if we could actually just look at it, inspect it, get some analytics and provide some tools for things like acceleration, then it doesn't have to be this annoying thing that everyone's scared of touching that slows us down.
2220944	2223848	This is something that's actually can help aid our productivity.
2225017	2229339	So in production systems, we have observability and ops.
2229740	2235023	And it sounds like this tool is essentially like ops and observability for builds.
2235443	2236824	Right, exactly.
2236904	2242787	And so I read something in release it, the second edition of release it.
2243187	2243688	And he says,
2244648	2255211	it says that we should be treating our development machines and our QA environment like the production environment because it's our environment for producing the code that goes into production.
2255731	2262832	And yet actually we quite often just ignore this or have like crappy QA environments or like cheap laptops for developers.
2263593	2265453	We don't clean stuff up after ourselves.
2265473	2267474	You know, we're just trying to get by.
2267494	2268134	And so
2269534	2271596	Things like dev velocity are kind of stepping the direction.
2271896	2280403	It's a step towards developer productivity and dev x and platform engineering and those kinds of things of like, let's take this area seriously.
2280923	2282845	Our development environments are important.
2283005	2291071	Our testing environments are important, staging, CI, all of those things should be monitored the same way that we would with a production environment.
2291251	2297957	And we should be investing time and improving those things rather than just going, well, you know, the build takes 10 minutes and it is what it is.
2298612	2298812	Right.
2298972	2302715	Well, but those things are not what the customer's paying for.
2302755	2305237	The customer's paying for that code that we're working on.
2305617	2307058	So those things are secondary.
2307078	2310521	But that's why DevLosty is kind of interested.
2310541	2311462	Developers are free.
2311502	2311702	Yeah.
2312775	2315477	The dev velocity is interesting because then you've got statistics.
2315497	2321061	So you can say, let's say you've got a 10 minute build time for everyone on the team when they build locally.
2321381	2326204	Now you have stats for how long the build takes, how frequently your developers run that build.
2326524	2340053	And then all you have to do is times that by your average developer salary and figure out, oh my God, we are losing so much money just because we haven't invested a couple of days in figuring out how to reduce our build time.
2340814	2346639	But this can backfire and make developers unhappy, because when are they going to go out and sword fight in the hallway?
2346859	2350201	I was going to do a video about that.
2350221	2355445	I was going to do a video about when developers don't want to improve their productivity.
2357087	2358327	Actually, that could be very funny.
2358348	2361550	I've worked in environments like that.
2361630	2363772	I need these long builds, so I have time to look at Twitter.
2364292	2365192	Right, exactly.
2365272	2368853	I need to, or I need to, I don't know, go out for a smoke, whatever it is that people do.
2368873	2372654	We used to, actually, so here's a story that's going to go in that video, I hope.
2373075	2377536	When I used to work at a big investment bank in London, we had three hour release times.
2378056	2380857	And so, and we would have to kick off the release end of day, 6pm.
2382301	2385504	This is clearly when I didn't have children or a family or a life, actually.
2385524	2387446	So we would do these releases.
2387486	2393973	This is released to QA, by the way, and we would have to do this every week for a three month period while we're going through the testing phase.
2394514	2400520	So we would kick off the release process, which starts off with database migration or whatever it is.
2400960	2402442	We'd go downstairs to the pub.
2402822	2404923	We have enough time for a drink each.
2405243	2411165	We come upstairs, we kick off the next process, go downstairs for another drink, come back upstairs.
2411745	2418807	And because I'm not going to sit in an empty office, it was me and my colleague, I'm not going to sit there in an empty office for three hours staring at a progress bar.
2420147	2423549	And so we did talk about improving that build process.
2423929	2429271	And there's a lot of pushback, the normal stuff of, oh, you can't automate this because what happens when it goes wrong?
2429311	2434193	It's like, it's literally 12 pages of scripted things to do.
2434793	2437854	That seems like something we should be able to automate, right?
2438415	2441816	And then we could actually kick that off and go to the pub for three drinks in a while and then come back.
2442356	2443376	I have to go back and forth.
2444177	2444337	Yeah.
2444777	2448358	So yeah, so there's times when we don't necessarily want to improve our productivity.
2448738	2460381	Similar sorts of organizations where if as developers we don't really feel valued and we do feel like we're measured by the amount of time we sit on the chair and in front of the computer,
2461121	2467763	why would I want to be more effective and more productive during that time when you're literally just measuring bum time on the seat?
2468244	2480588	I can kind of, I would quite happily manually run this script and manually copy this from here to here because I'm filling my time with something useful instead of optimizing it so I can do something else.
2482335	2482615	Why?
2482635	2490321	It feels like there are fairly easy, straightforward ways to improve developer productivity.
2491141	2497246	And yet it seems like generally organizations do not invest in improving productivity.
2497306	2504111	Just as like a silly example, I think a lot of especially enterprise developers work on really crappy machines.
2505272	2514482	And organizations could spend a few thousand dollars per developer, get them good machines that actually aren't super slow and always running out of memory and whatever, but they don't.
2514502	2516384	Because of accounting.
2516904	2518006	Yeah.
2518026	2523472	But why has it been so hard to convince organizations that developer productivity is worth it?
2524453	2525394	It's worth investing in.
2527369	2530512	I don't really know the, oh, I don't know the answer to that question.
2530852	2532414	I do know the laptops is a good one.
2532814	2536437	I worked at another investment bank in London where I went there.
2536457	2543103	It was when I was working at ThoughtWorks and I went there with my ThoughtWorks Mac and then the bank gave me this thing.
2543124	2548488	They're like, here's your laptop from 1982 that you can use to build the software with.
2548889	2550791	Don't hurt your back picking it up.
2551671	2553353	I'm like, this is not portable.
2554694	2557317	And what do you expect me to do with this thing?
2557377	2559419	It takes, and I could measure it compared to the Mac.
2559799	2560600	It was a MacBook Air.
2560640	2568007	It wasn't like some super powered Mac, but the MacBook Air would run things four times faster at least than this brick, right?
2568287	2569648	And so here's an interesting thing.
2569668	2571950	And this is something I've been finding with dev velocity is that
2573132	2585123	One of the problems is that I don't want to blame developers, but as developers, we've been told that we don't have any power over this and we are kind of at the mercy of accounting.
2585724	2592650	But once you start collecting some statistics, like with DevLosty, we saw that we collected statistics of things like build times.
2593243	2601725	So we've done this study where build times for one organization, I can't remember what the overall build time was, but let's say it's 20 minutes because it's not unusual.
2602965	2609846	And you build it even on an M1 Mac and then you build it on an M2 Mac and it takes like half the time.
2610347	2614047	And then they did the calculation of time versus developer salary.
2614847	2618888	And like how long will this pay itself off?
2619068	2622249	Like if we buy everyone an M2 Mac, like how long will it take to pay that off?
2623269	2623421	Like.
2623971	2629775	six weeks or less, you know, some crazy, because we're measuring for all the wrong things.
2629915	2638501	And if you can measure things, if you can find things to measure, which impact our productivity, which is why build times is kind of interesting one, because you can measure that.
2638982	2641463	And then start putting financial numbers on this.
2641844	2645786	Then someone else goes, Oh, yeah, that's, that's a lot of money.
2646127	2647848	We should probably do something about that.
2648068	2649329	So speak in the past.
2649429	2651731	Developers have been like, my build is slow.
2651831	2653192	And accounting goes, okay,
2654613	2656014	Right, we don't know what to do with that.
2656134	2672124	Yeah, so you're saying, okay, acknowledge that the accountants are running things and just speak in their language, which is, I'd say, step one, but step two would be maybe we should put decision-making.
2672524	2676247	Some decisions should be made not just by the accountants.
2677609	2679011	Right.
2679232	2689650	I've been speaking to some potential customers of dev velocity and some of the effective ways of making changes for developer productivity is a sandwich approach.
2690083	2698372	So someone at like maybe sea level or certainly some sort of like senior engineering level decides developer productivity is important.
2698592	2699993	Our developers are expensive.
2700033	2701955	They're one of our most expensive resources.
2702556	2703817	Let's get the most out of them.
2703877	2706500	Not like squeezing lines of code out of them, but like let's
2707481	2722804	enable them to be good at their job this is this is an important thing for this company so someone at the top level says that and the developers go great this is definitely something that i want i don't want to be wasting time waiting for staff or struggling with a terrible laptop or
2723348	2727409	waiting for CIQ times, which are like 90 minutes till my build gets in there.
2727869	2735631	So if you have the top level and the developer level, you can kind of effectively squeeze in towards middle management and push in both directions to affect the kind of change.
2735951	2747273	Because often what you find at the mid-level, there's a lot of competing different objectives for competing different managers, and a lot of them are just obviously trying to push out features and not thinking about like developer productivity.
2747313	2752454	So if you can target it from the top level and the bottom at the same time, then you can really start to affect change.
2753291	2757322	Well, I'm seeing the future as well we have
2758976	2761198	We have human limitations in all of these things.
2761238	2775809	You know, the accountants see it from their viewpoint, the CEOs see it from whatever they're, and I'm thinking, we are gonna eventually replace the C-suite with AI, and they can see, that'll see everything.
2776429	2782494	And it won't be these little siloed bits of knowledge that are limited by what that person has been exposed to.
2783434	2786617	And companies are just gonna run so much better.
2787230	2789311	But yes, I would love that.
2789811	2794833	But I also feel like an AI is exactly the same as a human being.
2794973	2798934	It learns based on the weights you give to certain objectives.
2799074	2802475	So the AI is still going to optimize for something.
2802495	2804316	Or what are they going to optimize for?
2804436	2804716	It is.
2804956	2808157	But I'll say the difference is the human being can hold whatever.
2809898	2811680	You know, five easily ignore information.
2811781	2817248	Well, easily ignore information and can only hold whatever five to seven things in its mind at one time.
2817668	2820452	So their equation is extremely limited.
2820532	2824017	Whereas the AI can hold all of these factors.
2824577	2825599	And that's the difference.
2826299	2840608	It's true and for the AI, let's say, let's like, yeah, so the AI, if you had multiple AIs at the sea level, instead of them having to have a whole bunch of meetings all the time to sync, they're just kind of like sending messages to each other.
2842549	2842889	Yeah.
2843150	2847213	And I don't know that you would have all these little signs.
2847233	2848794	No, no, no, exactly.
2849155	2854419	It would just be going, oh, look, the developers are having trouble here.
2854779	2858442	We need to fix that so the whole company moves better.
2858562	2864187	And it isn't a matter of, well, I don't understand what long build times are.
2864207	2864908	Right.
2865608	2870092	the AI would know that and it would go, how can we improve all of these things at once?
2870893	2882662	So one idea to run by you, we talk about developer productivity and we had a podcast a while back around the developer happiness.
2883703	2892010	One piece of developer productivity is, do developers get fulfillment and enjoyment out of their flow and being able to be in flow state?
2892510	2895492	But then there is the accounting side, at least pre-AI.
2895952	2900554	And the accounting side, I think when we say developer productivity, accounting doesn't care.
2901195	2919064	But if we said developer efficiency, like if we put it into the efficiency terminology, then there is something that maybe we could, and maybe with the velocity, we could actually have reports that illustrate like, oh, here's ways that we could actually make developers more efficient.
2920625	2921245	Yeah, I don't know.
2921285	2929812	It seems like maybe by classifying everything as developer productivity, we're not actually accomplishing the goals that the developer wants and we're not accomplishing the goals that the business wants.
2930192	2932033	It's like we've kind of framed the whole thing wrong.
2934113	2956163	Yes, I liked what you said about developer happiness because to me the reason why I'm really excited about developer productivity is not because I want developers to ship more lines of code or even put more features in the hands of users but because like you said like when I'm in the flow state I'm happy, when I'm like when I don't have to fight with my laptop or I don't have to wait for a
2956643	2961106	million years for CI to give me the answer that I want, then I'm happy and I'm creative.
2961246	2965069	And so for me, developer productivity equals happiness.
2965389	2972514	But then we all saw the McKinsey report, which was like developer productivity is who to fire because they're not productive, which is not what we're talking about here.
2973955	2974856	Yeah, exactly.
2974876	2978517	Yeah, so there's all these different kinds of lenses to look at it through.
2978537	2991463	We've kind of lumped them all under developer productivity, and maybe that's part of the challenge is that we should break it down into the more important things, which for us developers is, yes, I want to be in the flow state more.
2992003	2993824	That is a fascinating thing.
2993864	3001368	I mean, the McKinsey report that you just brought up is like, oh yeah, you can take this information and you filter it through your lens
3002228	3007711	which is, oh, well, if they're not productive, get rid of them and get somebody in who that's the solution.
3008151	3027721	Whereas the other solution would be, well, in all the layoffs that we're seeing now, I look at that and I'm going, so you spent all this energy finding these people and then as soon as a number flips in the wrong direction or somebody incentivizes you in a different way, you go, oh yeah, we'll just throw them away.
3028162	3030283	You're going, that's so much.
3030683	3034087	The question wasn't how can we make them more productive as well.
3034287	3034707	How do we?
3034888	3038011	Yeah, well, I mean, we're a publicly held corporation.
3038632	3043737	Our obligation is to maximize shareholder profits.
3044238	3046120	So that's what we do.
3046320	3051646	And you're looking at it, you're going, yeah, but in the big picture, that's not maximizing shareholder profits.
3051826	3059996	So dumb isn't it you just know like you say all that talent goes away all the goodwill from the developer community kind of you lose a lot of that.
3060637	3071390	And the productivity goes down all the people who are left behind demoralized doing twice as much work and they're scared they're scared they're going to be let go as well.
3071950	3077994	So in a not very long term, and within 12 months, it's already a losing policy.
3078314	3078734	Oh, right.
3078894	3088340	Well, and that's the thing, the inability of the sea level to look at the big picture, they are limited in their view.
3088360	3088940	And again, I'm
3093188	3101691	you know, I'm advocating for smarter systems and that would be, let's let the machines do it once they get better enough.
3102171	3102872	I think we will.
3103252	3108994	I think, I mean, in my opinion, the VCs are probably gonna start doing this.
3109034	3118838	They're gonna go, well, if we can increase our hit rate, let's put the machines, you know, managing things, because then we're gonna make more money.
3120563	3129430	So Trisha, what do you do when potential customer of Develocity comes to you and says, can you give me a report of my lowest performing developers?
3130891	3135355	I had a conversation with the CEO about this this week because we're talking about
3135970	3145592	how to talk about dev velocity in the context of space metrics and space and Dora and those sorts of things.
3146292	3148513	And the CEO was quite clear.
3148613	3153474	He was like, we will not use dev velocity metrics for individual performance.
3153654	3155774	We fundamentally don't agree with that.
3156494	3165096	The aim is to empower developers so that we are in a state of flow and happy and not facing friction and toil and slow build times.
3165929	3170272	Yeah, but the answer to your question is it doesn't matter what you do.
3170332	3173594	You're already screwed when they ask you that question.
3173614	3181539	Yeah, because what they're looking for is how do they cut costs, not how do they make their developers more efficient?
3181739	3182199	Sure.
3182219	3182419	Right.
3182439	3190104	And we quite often talk about the idea of being to increase throughput.
3190564	3191705	So you're not
3192526	3195608	not going to cut costs, you're going to try and increase throughput.
3196408	3198209	So don't fire your developers.
3198749	3200810	Why don't we just get more out of them?
3200830	3208834	And that will make, if you can produce more, whatever that is, more features, or, you know, I don't even know how it works in various ways.
3209214	3212256	If the code that the developers are producing is going to
3212916	3230421	increase revenue then we should be focusing on that not on decreasing headcount because as you've already said like decreasing headcount doesn't make any sense because you're going to decrease costs sure but you're also decreasing throughput and then you're also decreasing your ability to improve that in the future because now everyone hates you.
3233121	3233982	Switching gears real quick.
3236287	3250355	As we were talking about observability for build systems, I wanted to ask you if you've seen this concept that I saw somebody talking about on Twitter a while back, which was the concept was, or the question was, why don't we write tests for a build system?
3250715	3252196	We write tests for our software.
3253257	3255260	to verify that our production system is going to work.
3255780	3263131	Why don't we write tests to validate that our build system is doing what we expect it to, and doing it in the amount of time that we expect it to, and so forth.
3263451	3267537	Have you seen this idea explored, or is anybody doing this?
3268138	3269479	I think this is a great idea.
3269859	3283988	And it's ringing bells for me because one of the reasons we switched to Gradle a long time ago in one of the places I worked is because you could separate out the build logic into modules that you could test.
3285149	3286050	We tended not to.
3286970	3288251	We were using AMP before as well.
3288271	3292114	So you could do it with AMP because you can write little Java code and test that.
3293680	3298486	I mean, it's kind of difficult because sometimes what you want to test is it moves a file from here to here.
3298627	3301110	And like, that's the sort of difficult thing to unit test, right?
3301230	3301450	Yeah.
3301571	3308560	So, yeah, I mean, I would love to test a build system and check that it's doing what I think it's doing.
3308660	3310563	And I think the first thing that
3311789	3319117	that one of the things I like about Devalosti, not to pound it too hard, because actually, I'm still fairly new to to Gradle.
3319457	3322740	And I'm still kind of, in many ways, I'm still trying to get them to sell to me.
3322800	3325003	Like, what is this product and what's it for?
3325063	3329327	Because like, I'm not the kind of advocate who's just going to go out and sell a product.
3329547	3330528	I really have to believe in it.
3330808	3334212	But one of the things I like about Devalosti, and I was using it today in a video, is
3335313	3339857	well it's actually not even dev velocity it's the free build scans so that's nice it's free so anyone can use it.
3340137	3357831	With a build scan you can see like visually the parallelism of your build so you can see like it's run five different threads and this is where the tasks were run and I really like that because it's not quite the same as an automated test but it's at least some kind of
3358942	3361884	feedback into what is happening in the build.
3362184	3372429	And so I use these build scans to be like, I want to tune the build now I want to, with this build I was trying to add parallelization, add parallelism, add the build cache.
3372829	3375631	And then I wanted to also parallelize the
3376091	3379072	individual tests, which is a separate thing too.
3379392	3386293	And so I can use the build scan and look at them side by side, and obviously I can look at the overall time, but I can see, are these things running parallel?
3386953	3390914	Which things came from the cache versus which compilations needed to happen again?
3391314	3398216	And you can even do side by side comparison in terms of like, things like, which dependencies did this build use versus this build?
3398256	3400036	So, I mean, that's kind of the first step.
3400256	3412633	So you were using a tool to give you that information, and maybe some future could allow us to actually write a test to describe, yes, I want my test to run in parallel.
3412974	3415738	This test should validate that my tests were run in parallel.
3416038	3416378	Right.
3416699	3418860	So we have some validation scripts at Gradle.
3419241	3423324	When we go onto a customer site and set them up with dev velocity for the first time, there's two things we do.
3423724	3424805	One, we set up dev velocity.
3425045	3432952	But the other thing we do is we start optimizing their build for them so they start seeing the improvements of the acceleration part of dev velocity.
3433510	3435352	And that is scriptable.
3435432	3444999	So it does things like checks out an individual commit, runs it, checks it out to a different location, runs the build, and then sees if there's any differences and that kind of thing.
3445039	3447781	And then you get like pass or fail.
3448101	3456327	These things, the cache worked as expected because when I reran it, I got it from cache or the cache didn't work as expected because I reran it and I had to rerun everything.
3456387	3459370	And so you can automate some of those kinds of things and
3460090	3473310	and use those things to also check for regressions so let's say someone goes in in three months time and decides that they're going to one of the things that stops the cash from working is things like generated timestamps that kind of thing because obviously that's like.
3474263	3479885	that a newly generated random number or timestamp, it can't... Somebody changes the build.
3479985	3486408	They've added something that has made part of the build uncashable and build times go up, but you have no idea why.
3486428	3487448	Exactly.
3487508	3492830	So if you've got validation scripts and you're running them regularly, it can say this thing is no longer cached.
3493451	3496012	So we've only got like four of these scripts.
3496032	3497072	So it's a start.
3497252	3498853	It's a very small start towards it.
3499753	3501574	Yeah, I don't see why not.
3501714	3508018	I don't see why we shouldn't be testing our build, certainly for performance, but also like, is it really doing what we think it's doing?
3508098	3509819	Is it caching stuff when I expect it to?
3509839	3511901	Producing the artifacts in the way that we expect them to be.
3511981	3512521	Exactly.
3512701	3514362	Is it like doing the right hash codes?
3514442	3514923	I don't even know.
3514943	3515903	Whatever it is that builds do.
3516604	3517184	We should be able to
3517662	3519322	check that the build is doing what we think it's doing.
3519722	3522083	Yeah, yeah, that'd be fun to explore.
3524824	3525264	Cool.
3525564	3529865	Well, that's fun talking about builds and productivity and all that.
3531045	3539987	Yeah, I think the thing that I'm most cognizant of from this conversation is the idea that all of that stuff
3541624	3549186	I mean, it's hard enough for somebody in management to understand what it is that we're doing in the core of it.
3549807	3555989	And then the peripheral ideas of, well, how long does, you know, how long do builds take?
3556109	3557849	What are developer productivity things?
3557929	3559250	That's just too much.
3560481	3567446	And so that's why I think we run into these problems where we're looking at it and we're going, those are first class elements.
3568146	3575571	And from somebody who you're trying to explain what it is that we do, that's just like extra too much.
3576071	3577973	What do we get money from?
3578213	3580795	We get money from the code that we ship.
3581375	3582176	Those are other things.
3582396	3583476	Those are just expenses.
3584457	3585938	Yeah, or something.
3586018	3587539	Those are peripheral.
3587659	3588779	And how do we make that?
3591080	3595243	Well, and even as developers for the longest time, we weren't thinking of that.
3595423	3596943	Oh, I'll just rerun the compiler.
3597784	3602126	And there's still places out there that are just not using automated builds.
3602626	3603707	I think that's part of the problem.
3603727	3609670	I think as developers, we've got really used to putting up with some crap, like long build times or
3610299	3619984	flaky tests or a laptop that doesn't do what we want or we just we go from environment to environment and there's always like in whichever office we work in there's something which is just.
3620985	3626868	This is something we just have to put up with as developers one of the things we can do to help our productivity is.
3627808	3631252	start raising those kinds of start looking at things which really slow us down.
3631292	3635916	You know what it does drive me crazy that the build is six minutes, which to me, a six minute build time seems reasonable.
3636277	3639260	But six minutes is not enough time to do anything else.
3639680	3642123	But it's too long to sit there staring at the build.
3642863	3647508	I can start talking about these and these taking some metrics, these are the things which slow me down.
3647908	3650230	Here's a metric that I get a lot with intelligent idea.
3650831	3656055	If you change branches, when it re-indexes everything, it takes x amount of time, right?
3656095	3658436	And these are things where we can be like, you know what?
3658537	3661139	I do this three times a day and it takes this amount of time.
3661559	3670206	And what can we do to improve these things so that I don't have to get jolted out of my flow and I can still be doing that lovely thing of, oh, I'm just going to fix this problem.
3672012	3672993	That lovely thing.
3673013	3677735	Oh, yeah, the whole flow thing, which is ultimately psychology.
3677775	3684019	And that's even further outside of the realm of what so many people are used to thinking in terms of.
3684139	3685359	But it's essential.
3686300	3690722	I tried to do a video about how IntelliJ IDEA helps us to stay in the flow.
3691002	3693644	I've been trying to do this video for like six years, by the way.
3694355	3698657	And it's so hard because I'm like, but it's just flow, like it just is.
3699197	3704760	And you can't fake flow in a screencast because you can't explain it while you're doing it.
3704820	3710622	It might be one of the things that I've run into recently is trying to discover, well, trying to prove why inheritance and exceptions
3724861	3729065	are problems, why they don't scale, why they don't compose.
3729925	3737452	And I've sort of come to the tentative conclusion that, oh, I'm not going to be able to prove that.
3738112	3738933	Right.
3739153	3748401	And then so I need to take a different tack because I can't give a solid, you know, because people are using these things and they go, they seem to work.
3748882	3749302	Yeah.
3750099	3755261	And your video may be encountering the same problem.
3755281	3759122	You're trying to solve it in a way that you can't.
3759702	3760923	I think you're probably right.
3761343	3762643	How do you know you're in the flow state?
3762983	3764384	When you're in the flow state, you feel it.
3764544	3766044	Yeah, it's like pornography.
3766944	3767825	I know it when I see it.
3768285	3770786	I know it when I'm in it.
3771346	3774347	The inheritance thing is interesting because I was poking through a code base the other day.
3774447	3778228	I'm trying to parallelize the tests, actually, because the tests take the longest time.
3778926	3787653	And the tests all inherit from an abstract test, which inherits from an abstract test.
3787713	3791476	And I was like, no, why are you doing this?
3792336	3799402	And this is an experienced programmer who's done this, like, how do I say, don't do that, apart from just saying, don't do that.
3800002	3801944	Trust me, it's just not working.
3802872	3813443	Yeah, we were talking about the most important statement in the Gang of Four design patterns book, which is prefer composition to inheritance, and it should probably be
3815151	3817273	Don't do inheritance.
3817593	3819575	But yeah.
3819755	3821196	And it's like, it's the same thing.
3821236	3828262	You can't really, especially because we've had all this background and it worked in small talk and all this kind of stuff.
3828322	3829003	It's like, why?
3829283	3832186	The problem is, if somebody asks, why shouldn't I do inheritance?
3832626	3836490	Then it's like, oh, I can't explain the why.
3836510	3837631	Just don't.
3839512	3841713	It gets nasty when it gets nasty, right?
3841753	3848175	And then the inheritance thing, when you're talking about, you know, the duck thing that they do when hit first Java, inheritance is kind of fine.
3848555	3853497	But in these tests, these tests, for example, there's like 200 tests, they're integration tests.
3853997	3860079	It has this huge set up and teardown in one abstract method, a different set up and teardown in the other abstract method.
3860699	3864101	And this is only really nasty when you're talking about hundreds of tests.
3865796	3867837	But you have to see that thing scale.
3867877	3869038	It doesn't scale.
3869298	3874220	See, that's the problem with all of these things, with exceptions, with inheritance and everything.
3874240	3875901	They seem great at first.
3876061	3878842	And in the small, it looks simple.
3878882	3879482	It looks direct.
3879582	3881503	But then you try and scale it.
3881863	3886906	And you go, oh, for some reason, this isn't really working, like in the small.
3887606	3897352	We talked about this, well, back this idea that decision making through, through like quorum or something works great until you get to like five or seven people.
3897872	3901454	And then you can no longer use that model for decision making.
3901514	3901714	Yes.
3901734	3902755	It's a lot of parallels to like.
3902775	3911200	I think in terms of, I think we were talking about in terms of like language design and stuff, you have like three people and everything works really great.
3911260	3912781	You go, well, I'll just make that bigger.
3912801	3915983	And it's like, nope, doesn't work because of the psychological factors.
3916403	3940276	Right yeah and we don't argue like trying to make decisions at home so I have a husband and two children honestly more than one person involved in the decision making is too difficult especially when you're talking about like well he's working now and then but I'll be working later and then he's got a meeting and then the kids have got a thing and then you don't speak for like three days and it would have been easy just to make the decision there and then and even if it's wrong it's just better.
3940976	3941557	Yeah.
3941837	3948681	Well, that's something I took a workshop in holocracy from the guy who created this idea.
3949241	3964692	And the thing that mostly I got out of it was we front load our decisions with... When we make a decision, we go through all of this work to make sure it's the right decision.
3965552	3972454	because if we have to revisit it, we assume we'll have to go through all that work again.
3973034	3981696	And so this approach is you make the quickest decision that you can that doesn't have any obvious, you know, disproval.
3982416	3990798	And then if it doesn't work, then you revisit it and you again make a quick decision rather than trying to presciently know
3991718	3997139	everything about it when you make the decision, which makes it so heavyweight that you never want to revisit it.
3997779	3999200	I think you've just changed my life.
3999900	4002020	I think that would make my life a lot easier.
4002921	4003181	Yes.
4004881	4012203	As part of that, there's also the concept of like being able to perform kind of experiments that then you can validate to make the right decision or something.
4012223	4013303	Yes, little experiments.
4013323	4014543	Yeah, exactly.
4014764	4017144	It's the same, I think it's the same sort of mindset.
4017164	4017304	Yeah.
4019485	4020205	Anything else, Tricia?
4021570	4023352	No, I should probably go and check on my children.
4023372	4025694	I have left them being babysat by Minecraft.
4027176	4028117	I do that as well.
4028337	4029378	It's a good babysitter.
4031340	4033042	Well, thank you so much for joining us.
4033062	4033763	That was super fun.
4034343	4035124	Thank you for having me.
4035144	4035925	This is really great.
4036506	4036966	All right.
4037367	4037627	Bye.
